season,round,url,raceName,circuitID,CircuitName,Locality,country,eventDate
1969,5,http://en.wikipedia.org/wiki/1969_French_Grand_Prix,French Grand Prix,charade,Charade Circuit,Clermont-Ferrand,France,1969-07-06
1969,6,http://en.wikipedia.org/wiki/1969_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1969-07-19
1969,7,http://en.wikipedia.org/wiki/1969_German_Grand_Prix,German Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,1969-08-03
1969,8,http://en.wikipedia.org/wiki/1969_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1969-09-07
1969,9,http://en.wikipedia.org/wiki/1969_Canadian_Grand_Prix,Canadian Grand Prix,mosport,Mosport International Raceway,Ontario,Canada,1969-09-20
1969,10,http://en.wikipedia.org/wiki/1969_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1969-10-05
1969,11,http://en.wikipedia.org/wiki/1969_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1969-10-19
1970,1,http://en.wikipedia.org/wiki/1970_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1970-03-07
1970,2,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix,Spanish Grand Prix,jarama,Jarama,Madrid,Spain,1970-04-19
1970,3,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1970-05-10
1970,4,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1970-06-07
1970,5,http://en.wikipedia.org/wiki/1970_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1970-06-21
1970,6,http://en.wikipedia.org/wiki/1970_French_Grand_Prix,French Grand Prix,charade,Charade Circuit,Clermont-Ferrand,France,1970-07-05
1970,7,http://en.wikipedia.org/wiki/1970_British_Grand_Prix,British Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1970-07-18
1970,8,http://en.wikipedia.org/wiki/1970_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1970-08-02
1970,9,http://en.wikipedia.org/wiki/1970_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1970-08-16
1970,10,http://en.wikipedia.org/wiki/1970_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1970-09-06
1970,11,http://en.wikipedia.org/wiki/1970_Canadian_Grand_Prix,Canadian Grand Prix,tremblant,Circuit Mont-Tremblant,Quebec,Canada,1970-09-20
1970,12,http://en.wikipedia.org/wiki/1970_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1970-10-04
1970,13,http://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1970-10-25
1971,1,http://en.wikipedia.org/wiki/1971_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1971-03-06
1971,2,http://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix,Spanish Grand Prix,montjuic,Montjuïc,Barcelona,Spain,1971-04-18
1971,3,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1971-05-23
1971,4,http://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1971-06-20
1971,5,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1971-07-04
1971,6,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1971-07-17
1971,7,http://en.wikipedia.org/wiki/1971_German_Grand_Prix,German Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,1971-08-01
1971,8,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1971-08-15
1971,9,http://en.wikipedia.org/wiki/1971_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1971-09-05
1971,10,http://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix,Canadian Grand Prix,mosport,Mosport International Raceway,Ontario,Canada,1971-09-19
1971,11,http://en.wikipedia.org/wiki/1971_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1971-10-03
1972,1,http://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix,Argentine Grand Prix,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,1972-01-23
1972,2,http://en.wikipedia.org/wiki/1972_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1972-03-04
1972,3,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,Spanish Grand Prix,jarama,Jarama,Madrid,Spain,1972-05-01
1972,4,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1972-05-14
1972,5,http://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix,Belgian Grand Prix,nivelles,Nivelles-Baulers,Brussels,Belgium,1972-06-04
1972,6,http://en.wikipedia.org/wiki/1972_French_Grand_Prix,French Grand Prix,charade,Charade Circuit,Clermont-Ferrand,France,1972-07-02
1972,7,http://en.wikipedia.org/wiki/1972_British_Grand_Prix,British Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1972-07-15
1972,8,http://en.wikipedia.org/wiki/1972_German_Grand_Prix,German Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,1972-07-30
1972,9,http://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1972-08-13
1972,10,http://en.wikipedia.org/wiki/1972_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1972-09-10
1972,11,http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix,Canadian Grand Prix,mosport,Mosport International Raceway,Ontario,Canada,1972-09-24
1972,12,http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1972-10-08
1973,1,http://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix,Argentine Grand Prix,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,1973-01-28
1973,2,http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1973-02-11
1973,3,http://en.wikipedia.org/wiki/1973_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1973-03-03
1973,4,http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix,Spanish Grand Prix,montjuic,Montjuïc,Barcelona,Spain,1973-04-29
1973,5,http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1973-05-20
1973,6,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1973-06-03
1973,7,http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,1973-06-17
1973,8,http://en.wikipedia.org/wiki/1973_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1973-07-01
1973,9,http://en.wikipedia.org/wiki/1973_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1973-07-14
1973,10,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1973-07-29
1973,11,http://en.wikipedia.org/wiki/1973_German_Grand_Prix,German Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,1973-08-05
1973,12,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1973-08-19
1973,13,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1973-09-09
1973,14,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix,Canadian Grand Prix,mosport,Mosport International Raceway,Ontario,Canada,1973-09-23
1973,15,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1973-10-07
1974,1,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix,Argentine Grand Prix,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,1974-01-13
1974,2,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1974-01-27
1974,3,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1974-03-30
1974,4,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix,Spanish Grand Prix,jarama,Jarama,Madrid,Spain,1974-04-28
1974,5,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix,Belgian Grand Prix,nivelles,Nivelles-Baulers,Brussels,Belgium,1974-05-12
1974,6,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1974-05-26
1974,7,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,1974-06-09
1974,8,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1974-06-23
1974,9,http://en.wikipedia.org/wiki/1974_French_Grand_Prix,French Grand Prix,dijon,Dijon-Prenois,Dijon,France,1974-07-07
1974,10,http://en.wikipedia.org/wiki/1974_British_Grand_Prix,British Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1974-07-20
1974,11,http://en.wikipedia.org/wiki/1974_German_Grand_Prix,German Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,1974-08-04
1974,12,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1974-08-18
1974,13,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1974-09-08
1974,14,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix,Canadian Grand Prix,mosport,Mosport International Raceway,Ontario,Canada,1974-09-22
1974,15,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1974-10-06
1975,1,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix,Argentine Grand Prix,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,1975-01-12
1975,2,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1975-01-26
1975,3,http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1975-03-01
1975,4,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,Spanish Grand Prix,montjuic,Montjuïc,Barcelona,Spain,1975-04-27
1975,5,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1975-05-11
1975,6,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1975-05-25
1975,7,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,1975-06-08
1975,8,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1975-06-22
1975,9,http://en.wikipedia.org/wiki/1975_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1975-07-06
1975,10,http://en.wikipedia.org/wiki/1975_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1975-07-19
1975,11,http://en.wikipedia.org/wiki/1975_German_Grand_Prix,German Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,1975-08-03
1975,12,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1975-08-17
1975,13,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1975-09-07
1975,14,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1975-10-05
1976,1,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1976-01-25
1976,2,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1976-03-06
1976,3,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,Long Beach,California,USA,1976-03-28
1976,4,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,Spanish Grand Prix,jarama,Jarama,Madrid,Spain,1976-05-02
1976,5,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1976-05-16
1976,6,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1976-05-30
1976,7,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,1976-06-13
1976,8,http://en.wikipedia.org/wiki/1976_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1976-07-04
1976,9,http://en.wikipedia.org/wiki/1976_British_Grand_Prix,British Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1976-07-18
1976,10,http://en.wikipedia.org/wiki/1976_German_Grand_Prix,German Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,1976-08-01
1976,11,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1976-08-15
1976,12,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1976-08-29
1976,13,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1976-09-12
1976,14,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,Canadian Grand Prix,mosport,Mosport International Raceway,Ontario,Canada,1976-10-03
1976,15,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1976-10-10
1976,16,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,Japanese Grand Prix,fuji,Fuji Speedway,Oyama,Japan,1976-10-24
1977,1,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,Argentine Grand Prix,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,1977-01-09
1977,2,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1977-01-23
1977,3,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1977-03-05
1977,4,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,Long Beach,California,USA,1977-04-03
1977,5,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,Spanish Grand Prix,jarama,Jarama,Madrid,Spain,1977-05-08
1977,6,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1977-05-22
1977,7,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1977-06-05
1977,8,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,1977-06-19
1977,9,http://en.wikipedia.org/wiki/1977_French_Grand_Prix,French Grand Prix,dijon,Dijon-Prenois,Dijon,France,1977-07-03
1977,10,http://en.wikipedia.org/wiki/1977_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1977-07-16
1977,11,http://en.wikipedia.org/wiki/1977_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1977-07-31
1977,12,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1977-08-14
1977,13,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1977-08-28
1977,14,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1977-09-11
1977,15,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1977-10-02
1977,16,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,Canadian Grand Prix,mosport,Mosport International Raceway,Ontario,Canada,1977-10-09
1977,17,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,Japanese Grand Prix,fuji,Fuji Speedway,Oyama,Japan,1977-10-23
1978,1,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix,Argentine Grand Prix,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,1978-01-15
1978,2,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1978-01-29
1978,3,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1978-03-04
1978,4,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,Long Beach,California,USA,1978-04-02
1978,5,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1978-05-07
1978,6,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1978-05-21
1978,7,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix,Spanish Grand Prix,jarama,Jarama,Madrid,Spain,1978-06-04
1978,8,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,1978-06-17
1978,9,http://en.wikipedia.org/wiki/1978_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1978-07-02
1978,10,http://en.wikipedia.org/wiki/1978_British_Grand_Prix,British Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1978-07-16
1978,11,http://en.wikipedia.org/wiki/1978_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1978-07-30
1978,12,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1978-08-13
1978,13,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1978-08-27
1978,14,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1978-09-10
1978,15,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1978-10-01
1978,16,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1978-10-08
1979,1,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix,Argentine Grand Prix,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,1979-01-21
1979,2,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1979-02-04
1979,3,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1979-03-03
1979,4,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,Long Beach,California,USA,1979-04-08
1979,5,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix,Spanish Grand Prix,jarama,Jarama,Madrid,Spain,1979-04-29
1979,6,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1979-05-13
1979,7,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1979-05-27
1979,8,http://en.wikipedia.org/wiki/1979_French_Grand_Prix,French Grand Prix,dijon,Dijon-Prenois,Dijon,France,1979-07-01
1979,9,http://en.wikipedia.org/wiki/1979_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1979-07-14
1979,10,http://en.wikipedia.org/wiki/1979_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1979-07-29
1979,11,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1979-08-12
1979,12,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1979-08-26
1979,13,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1979-09-09
1979,14,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1979-09-30
1979,15,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1979-10-07
1980,1,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix,Argentine Grand Prix,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,1980-01-13
1980,2,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1980-01-27
1980,3,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1980-03-01
1980,4,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,Long Beach,California,USA,1980-03-30
1980,5,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1980-05-04
1980,6,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1980-05-18
1980,7,http://en.wikipedia.org/wiki/1980_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1980-06-29
1980,8,http://en.wikipedia.org/wiki/1980_British_Grand_Prix,British Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1980-07-13
1980,9,http://en.wikipedia.org/wiki/1980_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1980-08-10
1980,10,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1980-08-17
1980,11,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1980-08-31
1980,12,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix,Italian Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1980-09-14
1980,13,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1980-09-28
1980,14,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix,United States Grand Prix,watkins_glen,Watkins Glen,New York State,USA,1980-10-05
1981,1,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,Long Beach,California,USA,1981-03-15
1981,2,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1981-03-29
1981,3,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix,Argentine Grand Prix,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,1981-04-12
1981,4,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1981-05-03
1981,5,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1981-05-17
1981,6,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1981-05-31
1981,7,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix,Spanish Grand Prix,jarama,Jarama,Madrid,Spain,1981-06-21
1981,8,http://en.wikipedia.org/wiki/1981_French_Grand_Prix,French Grand Prix,dijon,Dijon-Prenois,Dijon,France,1981-07-05
1981,9,http://en.wikipedia.org/wiki/1981_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1981-07-18
1981,10,http://en.wikipedia.org/wiki/1981_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1981-08-02
1981,11,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1981-08-16
1981,12,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1981-08-30
